company name,contact number,area,product category 1,product category 2,product category 3,company description
HFCL Limited (formerly Himachal Futuristic Communications Limited),tel:+91 11 30882624,New delhi - India,Telecommunication systems,Electronic equipment. Telecommunications equipment,"Telecommunication systems, wireless, broadband networks...","Himachal Futuristic Communications Limited Is Manufacturer, Supplier, Exporter & Importer Of Telecom Equipment & Provides Turnkey Solutions For The Telecommunications Industry in Both Domestic & International Markets Such As Electronic Security & Surveillance Solutions, Integrated Te..."
Electromech Sales,tel:+91 11 23865069,Delhi - India,Electrical equipment. Nuclear equipment,Electric lamps,"Lamps, krypton...","Manufacturers and Suppliers of Industrial Lights, Commercial Lights, Fancy Decorative Lights."
Mediglode,tel:+91 11 25740133,New delhi - India,"Health, medical and pharmaceutical",Chemotherapeutic preparations,Oncological and cancer treatment preparations...,"Importer Life Saving Drugs, Diagnostic Kits, Surgical Disposables."
F K International,tel:+91 11 26936553,New delhi - India,"Glass, cement and ceramics",Stoneworking services,"Engraving services, stone...","Manufacturer of Any Kind of Marble Products and do Engraving and Inlay is our Speciality We have own Manufacturing Unit in State of Rajasthan. Inlay work on Marble where by we can Engrave Flowers, Animals, Birds. We Manufacturer Fountains, Fire Places, Coloumn Table Tops in Marble...."
R S Products Private Limited,tel:+91 11 26812088,New delhi - India,"Household articles, plastic",Plastic products,"Coat-hangers, slip resistant, plastic, flock coated...","R S Products Private Limited Is Manufacturer, Supplier, Exporter & Importers Of Plastic Hangers & Plastic Moulded Hangers."
Mohammad Ramzan Bhat & Sons,tel:+91 11 29813586,New delhi - India,"Leathers, furs and their products","Fancy goods, leather","Accessories, leather NES...","Manufacturers and Exporters of Carpets Paper Mache, Rugs and Durries, Wooden Boxes, Imitation Jewellery, Incense and Cones, Home made Textiles, Shawls, Scarves, Cane Furniture Item, Stone, Wooden and Bone Boxes, All Religious Item.shemagh, yashmagh, arafat scarves, 100% boiled woollen jamawar fox fu..."
JMT Plasp Private Limited,tel:+91 11 23584077,New delhi - India,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Components and accessories for refrigeration equipment,Doors for cold storage rooms and freezer rooms...,"Manufacturers, Suppliers and Exporters of PVC Industrial Strip Curtains Polypropy Lene Sheets, PVC Rigid Grits, Industrial PVC Strip Doors, Welding Screens, Cold Storage Doors, Industrial Strip Doors, Hip Sheets, Hip Films, Blister Packaging Materials, PVC Shrink Films, PVC Sheets, High Impact Polys..."
Hexa Diamond Traders,tel:+91 11 27189841,New delhi - India,"Sheet and film, plastic",Plastic products,"Sheet and film, plastic, metallised...","Manufacturers, Importers and Exporters of Glitter Powder Zari Powder Bopp Films, Polyester Films, Polyester Yarn, Holographic Films, Pearl Powders."
Bansal Trading Company,tel:+91 11 45086666,New delhi - India,Inorganic acids and anhydrides,Chemical base materials,Boric acid...,"Distributors and Marketing Agents for Industrial, Pharma and Petrochemicals. The Group Caters to a Variety of Industries and Specializes in providing Economical Solutions to Our Customers Requirements. The Group is a Market Leader in Most of the Products they Market in Northern Indian Region and is..."
Ajit Industries Private Limited,tel:+91 11 49010101,Delhi - India,Adhesive and self-adhesive tapes and rolls,Paper and board,"Tapes, self-adhesive, polyester...","Manufacturer, supplier and importer of various type of self adhesive tapes, bop tapes, filament reinforced paper tapes, printed and plain brown/environmental friendly tapes, temper proof packing tapes, floor marking tapes, white goods and appliances, crepe paper tapes aluminum foil adhesive tapes va..."
Ambica Steels Limited,tel:+91 11 47034400,New delhi - India,Basic metal products,"Refined, special and tool steels",Stainless steel...,"Manufacturer, supplier, importer and exporter of bright round bars, precision round bars, hexagon and square bars, hrap flat bars, hot rolled bars, forging quality ingots and continuous cast billets, precipitation hardening steels, duplex steels and precipitation hardening steels. Associate Company:..."
Metalco India,tel:+91 11 22713255,Delhi - India,Basic metal products,Light metals and alloys,Aluminium alloys...,"Supplier and importer of aluminium products (aluminium master alloys, primary aluminium alloy foundry ingots, primary aluminium sows and secondary aluminium alloy ingots), agro commodities, copper products (alloy wires, copper cathodes and copper wires) and non ferrous scrap (aluminium scrap and cop..."
Jain Brothers Sanitation Private Limited,tel:+91 11 27693301,Delhi - India,Furniture and linen,"Furniture, kitchen, domestic","Sink cabinets, kitchen, domestic...","Manufacturer, supplier and exporter of stainless steel kitchen sinks, wash basins and lavatory pans."
Modern Techno Engineers,tel:+91 11 23535170,New delhi - India,"Windows, plastic",Plastic products,"Windows, unplasticised polyvinyl chloride (PVC/u)...","Manufacturer and supplier of u-pvc machine, alumnium machine, wood working furniture machine, wood working tools, thermal break machine, u-pvc alumnium wolf tech, roll forming machine, laser machine, plazma machine, tools and sparpart."
Arun Enterprises,tel:+91 11 49124785,Delhi - India,,,,"Supplier and importer of electrical water heater, ceiling fan, electric water geyser, table fan, pedestal fans, wall fans, ventilation fan and exhaust fans."
Matta Sons,tel:+91 98910 87041,Delhi - India,,,,"Manufacturer, supplier, importer and exporter of current circuit breaker, panel cooling fan, pendant push button station, tower light, float switch, foot switch, revolving light, motor siren, led buzzer, push button, led indicator, contact element, pg gland, plug and sockets, rotary switches, select..."
Aquanomics Systems Limited,tel:+91 11 32495947,New delhi - India,"Rings and washers, rubber",Rubber products,"Waterproofing membranes, ethylene-propylene-diene monomer (EPDM)...","Manufacturer, supplier, importer and exporter of water treatment equipments, water handling products like pressure vessel, ro membrane housing, pumps, vavles, resins, fitting/piping accessories, MBR systems and dinotec robotic pool cleaner."
Takiar Overseas Private Limited,tel:+91 11 27131200,Delhi - India,"Capacitors, fixed",Electrical equipment. Nuclear equipment,"Capacitors, fixed, electrolytic",Imports and distribution of electronic components mainly resistors and electrolytic capacitors.
KPL International Limited,tel:+91 11 43606200,New delhi - India,"Amines, including salts, amides and other organic nitrogen compounds NES",Melamine,Chemical base materials...,"Supplier, exporter and importer of advanced materials, chemicals, engineering products, gases, minerals, pigment and metals, paper, polymers and waxes. Associated Companies: Kanoria Chemicals & Industries Limited Avongrove Tea Estate"
Shubh Gems,tel:+91 80105 55111,New delhi - India,"Precious stoneworking, watchmaking and jewellery",Jewellery,"Chokers, jewellery...","Importer and online retailer of natural gemstones, healing crystals, jewellery, pearls, beads and bracelets, gifts, amulets and rudraksha."
Rishabh Print And Laser Mart Private Limited,tel:+91 11 43027676,New delhi - India,Textiles,"Fabrics, industrial, for printers",Fabrics for industrial use NES...,"Supplier and importer of printer, laser marking machines on garments, leather, denim, velvet."
Simran Technologies Private Limited,tel:+91 11 26804415,New delhi - India,Printing and publishing,"Printing services, digital","Ink jet printing services, water based inks...","Manufacturer, supplier, exporter and importer of commercial and laundries (dry cleaning, steam finishing, washers, chemicals, dryers/calendars, steam boiler)."
Chirag International,tel:+91 11 40364329,New delhi - India,Metal sawing and cutting-off machines,Machinery and equipment for metalworking,"Engraving machines, laser, for metals...","Supplier and importer of laser marking machine, laser cutting machine and laser engraving machine."
Angel India Cad Cam Private Limited,tel:+91 11 43397100,Delhi - India,Machinery and equipment for metalworking,Electronic welding machinery and equipment for metals,"Welding machines and equipment, laser...",Hardware Consultancy.[this Class Includes Consultancy on Type and Configuration of Hardware With or Without Associated Software Application.(similar Activities Carried Out by Units Selling Computers Are Classified in Class 3000)].
Delhi Chemical & Rubber Products,tel:+91 11 23626905,New delhi - India,Rubber products,Synthetic rubbers,Acrylic rubbers...,"Trader and importer of rubber and rubber chemicals (like peptizers, anti oxidants, accelerators and cross linking agents, synthetic rubbers, pu resins for adhesives, zinc oxides)."
LLoyd Insulations India Limited,tel:+91 11 30882900,New delhi - India,Ceramic fibre products,"Glass, cement and ceramics",Ceramic fibre mixes...,"LLoyd Insulations India Limited Is Specialize In Supplying, Contracting & Manufacturing Of Insulation, Refractory, Pre-fabricated Panels, Pre-engineered Buildings, Metallic Profiled Sheets, Fire-proofing & Mechanical Erection Works, Ceramic Fiber Products, Rigid Polyeurathene Foam/Rockwool S..."
Treespoon Private Limited,tel:+91 98998 95493,New delhi - India,"Leathers, furs and their products","Fancy goods, leather","Purses and wallets (notecases), leather...","Importer and exporter of leather shoes men, women, kids leather bags, purses and wallets, leather gloves, leather belts, leather accessories, leather office accessories, desktop accessories, folders, file covers, key chains, leather phone cases and leather gifts...."
Woven Gold Acrylic India Private Limited,tel:+91 11 22146122,Delhi - India,"Barrels, casks, tubs and vats, wooden","Timber, wooden products, machinery and equipment for the woodworking industry","Tubs and baths, wooden...","Manufacturer, Importer and Exporter of bathing luxuries like bath tubs, shower cabins, shower trays & panels, steam/sauna systems, whirlpools and jacuzzis and multifunction showers."
